instance_id,model_name,target,sel_key_int
googleapis__python-datastore-115,swe-agent-llama-8b,True,23933987259650460
googleapis__python-datastore-115,swe-agent-llama-8b,True,23933987259650460
googleapis__python-datastore-115,swe-agent-llama-8b,True,23933987259650460
googleapis__python-datastore-115,swe-agent-llama-8b,True,23933987259650460
googleapis__python-datastore-115,swe-agent-llama-8b,True,23933987259650460
benmoran56__esper-81,swe-agent-llama-70b,True,45737408003854068
benmoran56__esper-81,swe-agent-llama-70b,True,45737408003854068
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
tobymao__sqlglot-2063,swe-agent-llama-70b,True,64992790890230078
CODAIT__exchange-metadata-converter-38,swe-agent-llama-70b,True,125816841599877514
CODAIT__exchange-metadata-converter-38,swe-agent-llama-70b,True,125816841599877514
CODAIT__exchange-metadata-converter-38,swe-agent-llama-70b,True,125816841599877514
dwavesystems__dwave-cloud-client-431,swe-agent-llama-8b,True,140153458314602764
dwavesystems__dwave-cloud-client-431,swe-agent-llama-8b,True,140153458314602764
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
mirumee__ariadne-266,swe-agent-llama-70b,True,158422866228061290
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
johnsyweb__python_sparse_list-17,swe-agent-llama-70b,True,165091709120455355
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
pydicom__pydicom-1031,swe-agent-llama-70b,True,166553250507520321
DCC-Lab__RayTracing-202,swe-agent-llama-70b,True,177475468804932819
DCC-Lab__RayTracing-202,swe-agent-llama-70b,True,177475468804932819
DCC-Lab__RayTracing-202,swe-agent-llama-70b,True,177475468804932819
DCC-Lab__RayTracing-202,swe-agent-llama-70b,True,177475468804932819
DCC-Lab__RayTracing-202,swe-agent-llama-70b,True,177475468804932819
DCC-Lab__RayTracing-202,swe-agent-llama-70b,True,177475468804932819
DCC-Lab__RayTracing-202,swe-agent-llama-70b,True,177475468804932819
DCC-Lab__RayTracing-202,swe-agent-llama-70b,True,177475468804932819
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
mixkorshun__django-antispam-6,swe-agent-llama-70b,True,181979851332289765
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
ebmdatalab__datalab-pandas-29,swe-agent-llama-70b,True,216957000505517212
gorakhargosh__watchdog-760,swe-agent-llama-70b,True,231976398008784946
gorakhargosh__watchdog-760,swe-agent-llama-70b,True,231976398008784946
gorakhargosh__watchdog-760,swe-agent-llama-70b,True,231976398008784946
gorakhargosh__watchdog-760,swe-agent-llama-70b,True,231976398008784946
gorakhargosh__watchdog-760,swe-agent-llama-70b,True,231976398008784946
gorakhargosh__watchdog-760,swe-agent-llama-70b,True,231976398008784946
gorakhargosh__watchdog-760,swe-agent-llama-70b,True,231976398008784946
PlasmaPy__PlasmaPy-138,swe-agent-llama-70b,True,232286286302137860
PlasmaPy__PlasmaPy-138,swe-agent-llama-70b,True,232286286302137860
PlasmaPy__PlasmaPy-138,swe-agent-llama-70b,True,232286286302137860
PlasmaPy__PlasmaPy-138,swe-agent-llama-70b,True,232286286302137860
PlasmaPy__PlasmaPy-138,swe-agent-llama-70b,True,232286286302137860
PlasmaPy__PlasmaPy-138,swe-agent-llama-70b,True,232286286302137860
PlasmaPy__PlasmaPy-138,swe-agent-llama-70b,True,232286286302137860
PlasmaPy__PlasmaPy-138,swe-agent-llama-70b,True,232286286302137860
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
adamboche__python-marshmallow-union-33,swe-agent-llama-70b,True,241401756044894595
pydantic__pydantic-4884,swe-agent-llama-405b,True,248188269192497530
pydantic__pydantic-4884,swe-agent-llama-405b,True,248188269192497530
pydantic__pydantic-4884,swe-agent-llama-405b,True,248188269192497530
pydantic__pydantic-4884,swe-agent-llama-405b,True,248188269192497530
pydantic__pydantic-4884,swe-agent-llama-405b,True,248188269192497530
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
beetbox__beets-3868,swe-agent-llama-70b,True,267371628234221753
reata__sqllineage-40,swe-agent-llama-70b,True,281701348741515899
reata__sqllineage-40,swe-agent-llama-70b,True,281701348741515899
adamchainz__apig-wsgi-80,swe-agent-llama-70b,True,349877154554719388
adamchainz__apig-wsgi-80,swe-agent-llama-70b,True,349877154554719388
adamchainz__apig-wsgi-80,swe-agent-llama-70b,True,349877154554719388
adamchainz__apig-wsgi-80,swe-agent-llama-70b,True,349877154554719388
adamchainz__apig-wsgi-80,swe-agent-llama-70b,True,349877154554719388
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
PyCQA__flake8-1726,swe-agent-llama-70b,True,357907859944590531
cekit__cekit-532,swe-agent-llama-70b,True,363465751887294239
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
mozman__svgwrite-109,swe-agent-llama-70b,True,378315751348192378
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
hynek__structlog-586,swe-agent-llama-70b,True,378615585460124103
ByteInternet__pip-install-privates-20,swe-agent-llama-8b,True,399438210682067230
ByteInternet__pip-install-privates-20,swe-agent-llama-8b,True,399438210682067230
ByteInternet__pip-install-privates-20,swe-agent-llama-8b,True,399438210682067230
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
astropy__astroquery-2444,swe-agent-llama-70b,True,414253039330131217
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
reata__sqllineage-45,swe-agent-llama-70b,True,418939045777995970
bids-standard__pybids-611,swe-agent-llama-8b,True,434515590275735470
bids-standard__pybids-611,swe-agent-llama-8b,True,434515590275735470
bids-standard__pybids-611,swe-agent-llama-8b,True,434515590275735470
python-babel__flask-babel-230,swe-agent-llama-70b,True,441234818585871455
python-babel__flask-babel-230,swe-agent-llama-70b,True,441234818585871455
python-babel__flask-babel-230,swe-agent-llama-70b,True,441234818585871455
python-babel__flask-babel-230,swe-agent-llama-70b,True,441234818585871455
python-babel__flask-babel-230,swe-agent-llama-70b,True,441234818585871455
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
aio-libs__yarl-191,swe-agent-llama-70b,True,442443466410234510
European-XFEL__EXtra-data-375,swe-agent-llama-70b,True,442451330273594667
European-XFEL__EXtra-data-375,swe-agent-llama-70b,True,442451330273594667
European-XFEL__EXtra-data-375,swe-agent-llama-70b,True,442451330273594667
